,time
dataset/knapPI_3_1000_1000_529.csv,5009.6
dataset/knapPI_4_1000_1000000_10.csv,5000.1
dataset/knapPI_2_1000_100000_488.csv,62.1
dataset/knapPI_5_1000_100000_465.csv,1.7
dataset/knapPI_9_1000_1000000_252.csv,5002.1
dataset/knapPI_6_1000_10000_546.csv,0.3
dataset/knapPI_4_1000_1000000_443.csv,5012.6
dataset/knapPI_4_1000_100000_415.csv,5000.6
dataset/knapPI_4_1000_1000_216.csv,5000.7
dataset/knapPI_3_1000_1000_73.csv,5000.3
dataset/knapPI_6_1000_1000_544.csv,0.4
dataset/knapPI_4_1000_10000_329.csv,5013.9
dataset/knapPI_5_1000_1000_86.csv,50000.0
dataset/knapPI_9_1000_1000000_302.csv,5001.6
dataset/knapPI_6_1000_10000_297.csv,7.4
dataset/knapPI_3_1000_1000_234.csv,5001.5
dataset/knapPI_1_1000_1000_412.csv,6.1
dataset/knapPI_1_1000_100000_112.csv,0.8
dataset/knapPI_3_1000_10000_291.csv,5004.3
dataset/knapPI_1_1000_1000_299.csv,6.5
dataset/knapPI_4_1000_1000_13.csv,5000.0
dataset/knapPI_1_1000_1000000_370.csv,5000.0
dataset/knapPI_5_1000_10000_1.csv,50000.0
dataset/knapPI_4_1000_10000000_49.csv,5011.3
dataset/knapPI_6_1000_10000000_197.csv,19.7
dataset/knapPI_6_1000_1000_511.csv,0.3
dataset/knapPI_5_1000_1000000_197.csv,50000.0
dataset/knapPI_5_1000_100000_71.csv,5000.1
dataset/knapPI_6_1000_10000_308.csv,0.3
dataset/knapPI_3_1000_1000_563.csv,5004.0
dataset/knapPI_3_1000_1000000_481.csv,50000.0
dataset/knapPI_4_1000_100000_561.csv,43.4
dataset/knapPI_4_1000_10000000_127.csv,5000.2
dataset/knapPI_6_1000_1000000_309.csv,1.2
dataset/knapPI_5_1000_1000_78.csv,0.4
dataset/knapPI_9_1000_100000_169.csv,5001.0
dataset/knapPI_6_1000_10000000_358.csv,24.1
dataset/knapPI_5_1000_1000000_176.csv,50000.0
dataset/knapPI_2_1000_10000000_308.csv,0.5
dataset/knapPI_4_1000_1000_414.csv,651.1
dataset/knapPI_2_1000_1000_225.csv,5000.0
dataset/knapPI_6_1000_10000_66.csv,1.1
dataset/knapPI_1_1000_1000_335.csv,1.2
dataset/knapPI_1_1000_1000_227.csv,19.6
dataset/knapPI_1_1000_10000_558.csv,0.4
dataset/knapPI_1_1000_10000_278.csv,1.1
dataset/knapPI_9_1000_10000000_525.csv,5000.0
dataset/knapPI_1_1000_10000_460.csv,0.4
dataset/knapPI_2_1000_100000_380.csv,22.6
dataset/knapPI_3_1000_10000_349.csv,5015.1
dataset/knapPI_2_1000_10000000_509.csv,445.4
dataset/knapPI_5_1000_1000_265.csv,50000.0
dataset/knapPI_5_1000_10000000_510.csv,50000.0
dataset/knapPI_5_1000_10000_480.csv,5000.0
dataset/knapPI_1_1000_100000_474.csv,0.4
dataset/knapPI_2_1000_1000_368.csv,5000.0
dataset/knapPI_4_1000_1000000_171.csv,5000.0
dataset/knapPI_9_1000_10000_90.csv,5008.0
dataset/knapPI_1_1000_10000_477.csv,0.5
dataset/knapPI_4_1000_10000000_393.csv,5001.3
dataset/knapPI_9_1000_1000_181.csv,5013.1
dataset/knapPI_1_1000_1000000_282.csv,2586.1
dataset/knapPI_5_1000_1000_166.csv,5001.5
dataset/knapPI_3_1000_10000000_187.csv,0.3
dataset/knapPI_9_1000_1000000_546.csv,5000.0
dataset/knapPI_6_1000_1000000_431.csv,0.9
dataset/knapPI_4_1000_10000_328.csv,5001.6
dataset/knapPI_9_1000_1000_518.csv,5000.2
dataset/knapPI_5_1000_10000_549.csv,50000.0
dataset/knapPI_1_1000_1000_323.csv,5008.9
dataset/knapPI_4_1000_10000000_562.csv,0.4
dataset/knapPI_3_1000_1000000_266.csv,5003.1
dataset/knapPI_2_1000_10000000_407.csv,959.9
dataset/knapPI_4_1000_10000000_347.csv,5001.8
dataset/knapPI_6_1000_1000_504.csv,0.3
dataset/knapPI_3_1000_1000_20.csv,5000.0
dataset/knapPI_2_1000_1000_372.csv,5002.1
dataset/knapPI_9_1000_1000_274.csv,5006.9
dataset/knapPI_2_1000_1000_566.csv,0.8
dataset/knapPI_4_1000_100000_137.csv,5000.3
dataset/knapPI_6_1000_100000_306.csv,0.3
dataset/knapPI_1_1000_10000_269.csv,0.5
dataset/knapPI_4_1000_100000_110.csv,5000.2
dataset/knapPI_6_1000_1000_430.csv,0.3
dataset/knapPI_4_1000_1000000_243.csv,5000.8
dataset/knapPI_4_1000_10000_66.csv,5011.7
dataset/knapPI_2_1000_10000_402.csv,5000.0
dataset/knapPI_1_1000_1000_358.csv,0.3
dataset/knapPI_1_1000_10000_456.csv,3.0
dataset/knapPI_4_1000_10000000_107.csv,5718.9
dataset/knapPI_1_1000_1000_306.csv,0.8
dataset/knapPI_3_1000_1000_16.csv,126.7
dataset/knapPI_4_1000_100000_267.csv,5003.5
dataset/knapPI_9_1000_1000000_194.csv,5019.1
dataset/knapPI_4_1000_10000_555.csv,4.1
dataset/knapPI_9_1000_100000_263.csv,5001.4
dataset/knapPI_9_1000_1000000_459.csv,0.3
dataset/knapPI_2_1000_1000_317.csv,5000.0
dataset/knapPI_5_1000_1000000_431.csv,50000.0
dataset/knapPI_2_1000_100000_59.csv,5000.0
dataset/knapPI_5_1000_100000_572.csv,50000.0
dataset/knapPI_2_1000_1000000_466.csv,5010.9
dataset/knapPI_2_1000_1000000_229.csv,5000.1
dataset/knapPI_1_1000_100000_551.csv,0.3
dataset/knapPI_4_1000_1000_353.csv,5000.4
dataset/knapPI_9_1000_10000_425.csv,5002.9
dataset/knapPI_4_1000_1000000_20.csv,0.3
dataset/knapPI_4_1000_10000_254.csv,5006.7
dataset/knapPI_5_1000_1000_8.csv,5000.0
dataset/knapPI_2_1000_1000000_27.csv,7.7
dataset/knapPI_9_1000_10000_223.csv,5001.7
dataset/knapPI_3_1000_100000_176.csv,5000.9
dataset/knapPI_2_1000_100000_210.csv,174.9
dataset/knapPI_2_1000_10000000_265.csv,5000.1
dataset/knapPI_4_1000_10000000_543.csv,5001.5
dataset/knapPI_5_1000_1000000_147.csv,50000.0
dataset/knapPI_6_1000_1000000_179.csv,3.8
dataset/knapPI_9_1000_10000_229.csv,5000.1
dataset/knapPI_1_1000_10000000_290.csv,3.1
dataset/knapPI_4_1000_1000000_540.csv,5000.4
dataset/knapPI_1_1000_10000_161.csv,247.7
dataset/knapPI_5_1000_100000_386.csv,0.4
dataset/knapPI_4_1000_100000_439.csv,5000.2
dataset/knapPI_1_1000_1000_500.csv,3.6
dataset/knapPI_9_1000_1000000_3.csv,788.6
