,time
dataset/knapPI_3_1000_1000_529.csv,364.7
dataset/knapPI_4_1000_1000000_10.csv,5006.7
dataset/knapPI_2_1000_100000_488.csv,50000.0
dataset/knapPI_5_1000_100000_465.csv,50000.0
dataset/knapPI_9_1000_1000000_252.csv,50000.0
dataset/knapPI_6_1000_10000_546.csv,50000.0
dataset/knapPI_4_1000_1000000_443.csv,50000.0
dataset/knapPI_4_1000_100000_415.csv,50000.0
dataset/knapPI_4_1000_1000_216.csv,200.0
dataset/knapPI_3_1000_1000_73.csv,63.9
dataset/knapPI_6_1000_1000_544.csv,354.7
dataset/knapPI_4_1000_10000_329.csv,3762.2
dataset/knapPI_5_1000_1000_86.csv,61.1
dataset/knapPI_9_1000_1000000_302.csv,50000.0
dataset/knapPI_6_1000_10000_297.csv,4732.1
dataset/knapPI_3_1000_1000_234.csv,360.6
dataset/knapPI_1_1000_1000_412.csv,411.5
dataset/knapPI_1_1000_100000_112.csv,50000.0
dataset/knapPI_3_1000_10000_291.csv,4650.2
dataset/knapPI_1_1000_1000_299.csv,383.6
dataset/knapPI_4_1000_1000_13.csv,24.4
dataset/knapPI_1_1000_1000000_370.csv,50000.0
dataset/knapPI_5_1000_10000_1.csv,3.8
dataset/knapPI_4_1000_10000000_49.csv,50000.0
dataset/knapPI_6_1000_10000000_197.csv,50000.0
dataset/knapPI_6_1000_1000_511.csv,719.0
dataset/knapPI_5_1000_1000000_197.csv,50000.0
dataset/knapPI_5_1000_100000_71.csv,50000.0
dataset/knapPI_6_1000_10000_308.csv,4549.5
dataset/knapPI_3_1000_1000_563.csv,370.9
dataset/knapPI_3_1000_1000000_481.csv,50000.0
dataset/knapPI_4_1000_100000_561.csv,50000.0
dataset/knapPI_4_1000_10000000_127.csv,50000.0
dataset/knapPI_6_1000_1000000_309.csv,50000.0
dataset/knapPI_5_1000_1000_78.csv,108.3
dataset/knapPI_9_1000_100000_169.csv,50000.0
dataset/knapPI_6_1000_10000000_358.csv,50000.0
dataset/knapPI_5_1000_1000000_176.csv,50000.0
dataset/knapPI_2_1000_10000000_308.csv,50000.0
dataset/knapPI_4_1000_1000_414.csv,748.4
dataset/knapPI_2_1000_1000_225.csv,229.4
dataset/knapPI_6_1000_10000_66.csv,546.7
dataset/knapPI_1_1000_1000_335.csv,223.0
dataset/knapPI_1_1000_1000_227.csv,292.5
dataset/knapPI_1_1000_10000_558.csv,50000.0
dataset/knapPI_1_1000_10000_278.csv,3893.0
